Indice,ECG
2497,32941
2498,31356
2499,30038
2500,28422
2501,27579
2502,26663
2503,25809
2504,24733
2505,23979
2506,23310
2507,22445
2508,21839
2509,21419
2510,20332
2511,19870
2512,19187
2513,18637
2514,18284
2515,17849
2516,17497
2517,17313
2518,17077
2519,17087
2520,16693
2521,16439
2522,16336
2523,16135
2524,16135
2525,16571
2526,16437
2527,16613
2528,16924
2529,17138
2530,17117
2531,17487
2532,17933
2533,18527
2534,18887
2535,19482
2536,20099
2537,21565
2538,22594
2539,24466
2540,25188
2541,26309
2542,29254
2543,30365
2544,31356
2545,33206
2546,34371
2547,35605
2548,36757
2549,38123
2550,39648
2551,40575
2552,41968
2553,42876
2554,43548
2555,44293
2556,45205
2557,45773
2558,46748
2559,48198
2560,48555
2561,49270
2562,49267
2563,49787
2564,50670
2565,50970
2566,50938
2567,50880
2568,51677
2569,51885
2570,51927
2571,51913
2572,51617
2573,51924
2574,51907
2575,51836
2576,51486
2577,51193
2578,50985
2579,51034
2580,50823
2581,50093
2582,49584
2583,48838
2584,48124
2585,47807
2586,47114
2587,46519
2588,45806
2589,45142
2590,44186
2591,43570
2592,42383
2593,41129
2594,40105
2595,39061
2596,37876
2597,36903
2598,36485
2599,35242
2600,33310
2601,32261
2602,30518
2603,29738
2604,28918
2605,28096
2606,27116
2607,25977
2608,25068
2609,24520
2610,23479
2611,23187
2612,22018
2613,21016
2614,20515
2615,19827
2616,19324
2617,19160
2618,18468
2619,18217
2620,17525
2621,17149
2622,17232
2623,16899
2624,16659
2625,16416
2626,16421
2627,16157
2628,16446
2629,16533
2630,16838
2631,16717
2632,17159
2633,17421
2634,17760
2635,18418
2636,19083
2637,19606
2638,20112
2639,20912
2640,21478
2641,22330
2642,23266
2643,24615
2644,25838
2645,26456
2646,28783
2647,29882
2648,30969
2649,32826
2650,33865
2651,35915
2652,36871
2653,37298
2654,38527
2655,40217
2656,41298
2657,42658
2658,43447
2659,44838
2660,45686
2661,46270
2662,47058
2663,47726
2664,48272
2665,48391
2666,49092
2667,50310
2668,50749
2669,50890
2670,50988
2671,51189
2672,51531
2673,51641
2674,52076
2675,51986
2676,51956
2677,51902
2678,51576
2679,51804
2680,51588
2681,51504
2682,51336
2683,51219
2684,51015
2685,50382
2686,50354
2687,49710
2688,48672
2689,48553
2690,48023
2691,47320
2692,46833
2693,45635
2694,44510
2695,43702
2696,42519
2697,41375
2698,40112
2699,39095
2700,37223
2701,36475
2702,35071
2703,33794
2704,32697
2705,31825
2706,30453
2707,29316
2708,28310
2709,27365
2710,25991
2711,25262
2712,24030
2713,23427
2714,22686
2715,20955
2716,20337
2717,19174
2718,18755
2719,18272
2720,17654
2721,17356
2722,17179
2723,16903
2724,16622
2725,16494
2726,16281
2727,16366
2728,16295
2729,16007
2730,16368
2731,16281
2732,16780
2733,16889
2734,16928
2735,17716
2736,18253
2737,18677
2738,19533
2739,20493
2740,20965
2741,21516
2742,22170
2743,22973
2744,24147
2745,24945
2746,25862
2747,26747
2748,28383
2749,29456
2750,30482
2751,31571
2752,33234
2753,34669
2754,35980
2755,39785
2756,40784
2757,41708
2758,42914
2759,44073
2760,44884
2761,45660
2762,46586
2763,47210
2764,48039
2765,48203
2766,48732
2767,49251
2768,50282
2769,50521
2770,50611
2771,51173
2772,51336
2773,51741
2774,51436
2775,51634
2776,51790
2777,51626
2778,51930
2779,51811
2780,51734
2781,51358
2782,51398
2783,50999
2784,50785
2785,50567
2786,49655
2787,49409
2788,48985
2789,47977
2790,47741
2791,46880
2792,46993
2793,46214
2794,46122
2795,45306
2796,43995
2797,42816
2798,41921
2799,40913
2800,40431
2801,39543
2802,38099
2803,36639
2804,34945
2805,34011
2806,32680
2807,31498
2808,30398
2809,29265
2810,27774
2811,26766
2812,26535
2813,25051
2814,24109
2815,23396
2816,22264
2817,21497
2818,20926
2819,20296
2820,19696
2821,18858
2822,18499
2823,17978
2824,17864
2825,17352
2826,17070
2827,16772
2828,16660
2829,16606
2830,16247
2831,16191
2832,16486
2833,16381
2834,16711
2835,16958
2836,17055
2837,17481
2838,17896
2839,18445
2840,18769
2841,19323
2842,19880
2843,20584
2844,21483
2845,22090
2846,22927
2847,23698
2848,24537
2849,25433
2850,26127
2851,27308
2852,28146
2853,29297
2854,31187
2855,32736
2856,34045
2857,35602
2858,36895
2859,38491
2860,40795
2861,41715
2862,42730
2863,43608
2864,44255
2865,44730
2866,45542
2867,46331
2868,46959
2869,47724
2870,48604
2871,48923
2872,49702
2873,49988
2874,50903
2875,50898
2876,51135
2877,51467
2878,51447
2879,51592
2880,51914
2881,52120
2882,52012
2883,52015
2884,51774
2885,51972
2886,51430
2887,51218
2888,50951
2889,50694
2890,50957
2891,49932
2892,49280
2893,48929
2894,48390
2895,47228
2896,46735
2897,46250
2898,45352
2899,44479
2900,43892
2901,43170
2902,42316
2903,41413
2904,38341
2905,37123
2906,36036
2907,35898
2908,35198
2909,33782
2910,32738
2911,31628
2912,29277
2913,28737
2914,27215
2915,26101
2916,25087
2917,23730
2918,23122
2919,21960
2920,21001
2921,20397
2922,19454
2923,19027
2924,18729
2925,18312
2926,17671
2927,17343
2928,17196
2929,16948
2930,16817
2931,16727
2932,16522
2933,16286
2934,16148
2935,16547
2936,16322
2937,16390
2938,16901
2939,16840
2940,17220
2941,17435
2942,17647
2943,18234
2944,19565
2945,20182
2946,20793
2947,21248
2948,21829
2949,22802
2950,23704
2951,24551
2952,25859
2953,26799
2954,27727
2955,28693
2956,29938
2957,31403
2958,32797
2959,33920
2960,35871
2961,36956
2962,37982
2963,38986
2964,41179
2965,41949
2966,43046
2967,43748
2968,45210
2969,45883
2970,46715
2971,47998
2972,48371
2973,48853
2974,49789
2975,50530
2976,50743
2977,51411
2978,51760
2979,51688
2980,52044
2981,51813
2982,52027
2983,51738
2984,51541
2985,51771
2986,51272
2987,51510
2988,51225
2989,50527
2990,50247
2991,49923
2992,49242
2993,48856
2994,47852
2995,46054
2996,45218
2997,44569
2998,44303
2999,43216
3000,41964
3001,40671
3002,38887
3003,38041
3004,37401
3005,36161
3006,34980
3007,33940
3008,31601
3009,30513
3010,28820
3011,28053
3012,26873
3013,25744
3014,25028
3015,24179
3016,23513
3017,22326
3018,21242
3019,20753
3020,20024
3021,19948
3022,19288
3023,18447
3024,17940
3025,17503
3026,17114
3027,16821
3028,16726
3029,16701
3030,16390
3031,16051
3032,16132
3033,16300
3034,16291
3035,16655
3036,16762
3037,16724
3038,16987
3039,17359
3040,17426
3041,17809
3042,18317
3043,18906
3044,19845
3045,20487
3046,21471
3047,22114
3048,23276
3049,25832
3050,26850
3051,27777
3052,28192
3053,29146
3054,30625
3055,32061
3056,35815
3057,36776
3058,38579
3059,39776
3060,41170
3061,42113
3062,43971
3063,45246
3064,46015
3065,46638
3066,47489
3067,48060
3068,48985
3069,49572
3070,50156
3071,50489
3072,50865
3073,51023
3074,51265
3075,51485
3076,51644
3077,51858
3078,51976
3079,51857
3080,51881
3081,51963
3082,51879
3083,51319
3084,51318
3085,50762
3086,50345
3087,49995
3088,49549
3089,48934
3090,48396
3091,47786
3092,47447
3093,46105
3094,45421
3095,44496
3096,43749
3097,42980
3098,41509
3099,40500
3100,40215
3101,39004
3102,37396
3103,36583
3104,34466
3105,33386
3106,32906
3107,31577
3108,30185
3109,28779
3110,27391
3111,26670
3112,25488
3113,24534
3114,23872
3115,23152
3116,21935
3117,21278
3118,21214
3119,20016
3120,19450
3121,18923
3122,18745
3123,18351
3124,18054
3125,17545
3126,17257
3127,17286
3128,16703
3129,16743
3130,16355
3131,16360
3132,16442
3133,16577
3134,16569
3135,16730
3136,16683
3137,17133
3138,17542
3139,17882
3140,18353
3141,18815
3142,19319
3143,20131
3144,20686
3145,20838
3146,21707
3147,22742
3148,23669
3149,24652
3150,25769
3151,27260
3152,28050
3153,29187
3154,30415
3155,31613
3156,34274
3157,38000
3158,39000
3159,40129
3160,40826
3161,42059
3162,43040
3163,43917
3164,45059
3165,46233
3166,47101
3167,48386
3168,48703
3169,49086
3170,49705
3171,49998
3172,50527
3173,51172
3174,51155
3175,51114
3176,51304
3177,51874
3178,51486
3179,51907
3180,52092
3181,52002
3182,51909
3183,51667
3184,51725
3185,51372
3186,51305
3187,50773
3188,50681
3189,50414
3190,49730
3191,49819
3192,48986
3193,47907
3194,47306
3195,47203
3196,46316
3197,45229
3198,44216
3199,43353
3200,42457
3201,42217
3202,40972
3203,39528
3204,38444
3205,36721
3206,35028
3207,33266
3208,32225
3209,30950
3210,28875
3211,27908
3212,26845
3213,25398
3214,24291
3215,23377
3216,22704
3217,22540
3218,21768
3219,20837
3220,20010
3221,19020
3222,18795
3223,18090
3224,18071
3225,17410
3226,17303
3227,16976
3228,16686
3229,16696
3230,16521
3231,16344
3232,16341
3233,16099
3234,16201
3235,16604
3236,16887
3237,16620
3238,16896
3239,17128
3240,17244
3241,17829
3242,18195
3243,19119
3244,19557
3245,20809
3246,21430
3247,22210
3248,23277
3249,24086
3250,25415
3251,26728
3252,28366
3253,29139
3254,30400
3255,32132
3256,33672
3257,35055
3258,36299
3259,37515
3260,39079
3261,40141
3262,41110
3263,42153
3264,43605
3265,44362
3266,45401
3267,47029
3268,47702
3269,48179
3270,48683
3271,49098
3272,49385
3273,50291
3274,50728
3275,51163
3276,51568
3277,51777
3278,51720
3279,51744
3280,52021
3281,51936
3282,51757
3283,51909
3284,51543
3285,51391
3286,51350
3287,50961
3288,50909
3289,51088
3290,50521
3291,49680
3292,49294
3293,48818
3294,48212
3295,47382
3296,46772
3297,46042
3298,45168
3299,43706
3300,42935
3301,41533
3302,40637
3303,39020
3304,37988
3305,37459
3306,36434
3307,34474
3308,33361
3309,32704
3310,31646
3311,30532
3312,28880
3313,27495
3314,26575
3315,25187
3316,24005
3317,23253
3318,22146
3319,21550
3320,20502
3321,19768
3322,19216
3323,18863
3324,18168
3325,17825
3326,17149
3327,17354
3328,17072
3329,16746
3330,16303
3331,16634
3332,16656
3333,15925
3334,16243
3335,16342
3336,16380
3337,16775
3338,16942
3339,17256
3340,17622
3341,18081
3342,18415
3343,19168
3344,20000
3345,21100
3346,22093
3347,22802
3348,23690
3349,24966
3350,25692
3351,27240
3352,28787
3353,29568
3354,31278
3355,32608
3356,35180
3357,36163
3358,37409
3359,39071
3360,39829
3361,41025
3362,42071
3363,42966
3364,43897
3365,45162
3366,45870
3367,47132
3368,48576
3369,49261
3370,49792
3371,50423
3372,50884
3373,50768
3374,51233
3375,51432
3376,51722
3377,51906
3378,51871
3379,52037
3380,51800
3381,51787
3382,51857
3383,51763
3384,51424
3385,51186
3386,51112
3387,51072
3388,50802
3389,50191
3390,49862
3391,49098
3392,48463
3393,48215
3394,47360
3395,46590
3396,45856
3397,45636
3398,44707
3399,42066
3400,41131
3401,39603
3402,38544
3403,36921
3404,35814
3405,33346
3406,32736
3407,31335
3408,29504
3409,28397
3410,27498
3411,26639
3412,25666
3413,24733
3414,23505
3415,23135
3416,21419
3417,20753
3418,20133
3419,19509
3420,19061
3421,18301
3422,17889
3423,17548
3424,17077
3425,16958
3426,16626
3427,16842
3428,16426
3429,16153
3430,16349
3431,16426
3432,16744
3433,16475
3434,16547
3435,16951
3436,17200
3437,17562
3438,18027
3439,18606
3440,18811
3441,19503
3442,20399
3443,20968
3444,22389
3445,23067
3446,24008
3447,25164
3448,26132
3449,28096
3450,29098
3451,30911
3452,32634
3453,33683
3454,34825
3455,36597
3456,37953
3457,39414
3458,41032
3459,41964
3460,43267
3461,43864
3462,44636
3463,45452
3464,46048
3465,47308
3466,47959
3467,48309
3468,49379
3469,50218
3470,50714
3471,50874
3472,51236
3473,51521
3474,51760
3475,51950
3476,51808
3477,52111
3478,51810
3479,51758
3480,51868
3481,51425
3482,51246
3483,50841
3484,50247
3485,49909
3486,48483
3487,47943
3488,47081
3489,46944
3490,46189
3491,44722
3492,44080
3493,42523
3494,41141
3495,40224
3496,39302
3497,38138
3498,36480
3499,35306
3500,34969
3501,32993
3502,31774
3503,30653
3504,29273
3505,28145
3506,27686
3507,26540
3508,25190
3509,24003
3510,23389
3511,22648
3512,21807
3513,21104
3514,20527
3515,19920
3516,18725
3517,17836
3518,17356
3519,17399
3520,16714
3521,16575
3522,16728
3523,16430
3524,16162
3525,16491
3526,16552
3527,16203
3528,16634
3529,16918
3530,17233
3531,17800
3532,17748
3533,18539
3534,19015
3535,19539
3536,20021
3537,20735
3538,21439
3539,21581
3540,22419
3541,23510
3542,24209
3543,25517
3544,26529
3545,26960
3546,28214
3547,29679
3548,30794
3549,32688
3550,33530
3551,35040
3552,36055
3553,37349
3554,38505
3555,40039
3556,41060
3557,42027
3558,43388
3559,44101
3560,45006
3561,45831
3562,46470
3563,47124
3564,47961
3565,48701
3566,49242
3567,49853
3568,50480
3569,50940
3570,51204
3571,51348
3572,51392
3573,51802
3574,52213
3575,52002
3576,51909
3577,51829
3578,51739
3579,51446
3580,51360
3581,51348
3582,51052
3583,50620
3584,49750
3585,49548
3586,49008
3587,48112
3588,47586
3589,46445
3590,46026
3591,44166
3592,43379
3593,42522
3594,41186
3595,40154
3596,38580
3597,37686
3598,36302
3599,35199
3600,34036
3601,32795
3602,32552
3603,31107
3604,30121
3605,29483
3606,27981
3607,26498
3608,25586
3609,24826
3610,23869
3611,23761
3612,22886
3613,21744
3614,20735
3615,19816
3616,19264
3617,18896
3618,18179
3619,17768
3620,17372
3621,16959
3622,16992
3623,16745
3624,16736
3625,16514
3626,16301
3627,16258
3628,16361
3629,16303
3630,16764
3631,16736
3632,17094
3633,17006
3634,17075
3635,17485
3636,18222
3637,18785
3638,19409
3639,19874
3640,20656
3641,21400
3642,21987
3643,22695
3644,24012
3645,25229
3646,26607
3647,27278
3648,28665
3649,30208
3650,31774
3651,32823
3652,34550
3653,36819
3654,37898
3655,39544
3656,40616
3657,41922
3658,42688
3659,43625
3660,45409
3661,46060
3662,47063
3663,47623
3664,48027
3665,48748
3666,49014
3667,49506
3668,50291
3669,50574
3670,50783
3671,50964
3672,51167
3673,51669
3674,52031
3675,51922
3676,51963
3677,52144
3678,52152
3679,51513
3680,51387
3681,51579
3682,51342
3683,51400
3684,50860
3685,50509
3686,50012
3687,49508
3688,49178
3689,48711
3690,47916
3691,47219
3692,46291
3693,45578
3694,44694
3695,43943
3696,43071
3697,42171
3698,40748
3699,39756
3700,38150
3701,37264
3702,35770
3703,34598
3704,33581
3705,32421
3706,32158
3707,30813
3708,29022
3709,27513
3710,26875
3711,25751
3712,25304
3713,24466
3714,23152
3715,22562
3716,21589
3717,20512
3718,19572
3719,18890
3720,18319
3721,17882
3722,17415
3723,17507
3724,17461
3725,16852
3726,16775
3727,16571
3728,16382
3729,16201
3730,16293
3731,16901
3732,16538
3733,16690
3734,16947
3735,17305
3736,17449
3737,17682
3738,18540
3739,19139
3740,20209
3741,20491
3742,20954
3743,21596
3744,22183
3745,23214
3746,23991
3747,24454
3748,25533
3749,26607
3750,28060
3751,28780
3752,30148
3753,31233
3754,32516
3755,33804
3756,35540
3757,36846
3758,38897
3759,39757
3760,40992
3761,41251
3762,42356
3763,43801
3764,44585
3765,45807
3766,46848
3767,47523
3768,48075
3769,48872
3770,49698
3771,50078
3772,50480
3773,50735
3774,51149
3775,51814
3776,51786
3777,51753
3778,51884
3779,51978
3780,52031
3781,51704
3782,51848
3783,51467
3784,51084
3785,51082
3786,50613
3787,50412
3788,49830
3789,49219
3790,48679
3791,47993
3792,47514
3793,47015
3794,46670
3795,45824
3796,44648
3797,43459
3798,42767
3799,41573
3800,41373
3801,40175
3802,38909
3803,37549
3804,35977
3805,34133
3806,33022
3807,32350
3808,31266
3809,30088
3810,28722
3811,27516
3812,27076
3813,26096
3814,24711
3815,23579
3816,22834
3817,22121
3818,21931
3819,21062
3820,19890
3821,19023
3822,18518
3823,18078
3824,17628
3825,17420
3826,16911
3827,16933
3828,16789
3829,16686
3830,16757
3831,16532
3832,16302
3833,16329
3834,16443
3835,16230
3836,16739
3837,16647
3838,17108
3839,17339
3840,17402
3841,17827
3842,18116
3843,18574
3844,19738
3845,20458
3846,21032
3847,22159
3848,22726
3849,23892
3850,24768
3851,25694
3852,26632
3853,27329
3854,28536
3855,30856
3856,32152
3857,33172
3858,620
3859,35613
3860,36715
3861,37935
3862,39037
3863,41147
3864,42068
3865,42978
3866,44261
3867,45093
3868,46373
3869,47209
3870,48187
3871,48625
3872,49346
3873,50319
3874,50502
3875,50526
3876,51390
3877,51329
3878,51696
3879,51696
3880,51710
3881,52210
3882,51905
3883,52073
3884,51700
3885,51825
3886,51325
3887,51248
3888,50820
3889,50992
3890,50628
3891,49641
3892,48792
3893,48339
3894,47965
3895,47019
3896,46216
3897,45480
3898,44168
3899,43373
3900,42414
3901,41578
3902,40663
3903,258
3904,38021
3905,36806
3906,36229
3907,35239
3908,33431
3909,32490
3910,31646
3911,30625
3912,29520
3913,29338
3914,27948
3915,26378
3916,25738
3917,24404
3918,22751
3919,22100
3920,20994
3921,20399
3922,19830
3923,19359
3924,18298
3925,17726
3926,17568
3927,17287
3928,16985
3929,16730
3930,16521
3931,16240
3932,16364
3933,16355
3934,16525
3935,16616
3936,16711
3937,17037
3938,17574
3939,17664
3940,18402
3941,18949
3942,19642
3943,20787
3944,21520
3945,22497
3946,23190
3947,24554
3948,25504
3949,26309
3950,27189
3951,28227
3952,29891
3953,30802
3954,31131
3955,32544
3956,33839
3957,35485
3958,36935
3959,38519
3960,40130
3961,41104
3962,43021
3963,43849
3964,44729
3965,45707
3966,46619
3967,47780
3968,48069
3969,48884
3970,49651
3971,49984
3972,50723
3973,50884
3974,51595
3975,51454
3976,51835
3977,51617
3978,51965
3979,51833
3980,51859
3981,51632
3982,51519
3983,51452
3984,51337
3985,51137
3986,51053
3987,50970
3988,50617
3989,50472
3990,49903
3991,48904
3992,48553
3993,47601
3994,46678
3995,45770
3996,44923
3997,44756
3998,43797
3999,42403
4000,41824
4001,40020
4002,39006
4003,38732
4004,36899
4005,35754
4006,34586
4007,32583
4008,31591
4009,30532
4010,29517
4011,28445
4012,27518
4013,26566
4014,25621
4015,24561
4016,23856
4017,22797
4018,21886
4019,21048
4020,20388
4021,20104
4022,19555
4023,18667
4024,18144
4025,17576
4026,17503
4027,17402
4028,17021
4029,16821
4030,16716
4031,16434
4032,16450
4033,16080
4034,16318
4035,16619
4036,16640
4037,16576
4038,17309
4039,17134
4040,17716
4041,18048
4042,18531
4043,19296
4044,20205
4045,21074
4046,21776
4047,22892
4048,24475
4049,25254
4050,26097
4051,27209
4052,28912
4053,30127
4054,31627
4055,33962
4056,35070
4057,36219
4058,37993
4059,39167
4060,40713
4061,41651
4062,43599
4063,44080
4064,45013
4065,46292
4066,46917
4067,47039
4068,48059
4069,49040
4070,49441
4071,49969
4072,50586
4073,560
4074,51181
4075,51502
4076,51640
4077,51625
4078,51693
4079,51908
4080,52408
4081,51685
4082,51581
4083,51148
4084,50975
4085,50828
4086,50650
4087,50142
4088,49770
4089,49045
4090,48559
4091,47964
4092,46832
4093,46247
4094,45283
4095,44380
4096,43367
4097,42200
4098,41085
4099,39575
4100,38814
4101,37292
4102,36154
4103,35027
4104,33862
4105,33717
4106,32819
4107,31603
4108,30564
4109,28788
4110,28159
4111,26966
4112,26685
4113,25506
4114,24455
4115,23845
4116,23168
4117,22367
4118,21349
4119,20911
4120,19901
4121,19289
4122,18439
4123,18023
4124,17669
4125,17812
4126,17250
4127,16879
4128,16857
4129,16760
4130,16444
4131,16615
4132,16592
4133,16268
4134,16397
4135,16250
4136,16521
4137,16833
4138,17044
4139,17182
4140,17305
4141,17716
4142,18325
4143,19039
4144,19430
4145,20125
4146,20823
4147,21391
4148,22351
4149,23261
4150,24518
4151,25833
4152,26786
4153,28011
4154,29203
4155,30706
4156,32184
4157,33900
4158,35753
4159,36762
4160,37071
4161,38672
4162,39559
4163,41185
4164,42425
4165,44020
4166,44812
4167,45499
4168,46674
4169,47238
4170,48061
4171,48429
4172,48831
4173,49772
4174,50274
4175,50682
4176,51034
4177,51521
4178,51581
4179,51864
4180,52126
4181,52125
4182,51875
4183,52120
4184,51588
4185,51802
4186,51510
4187,51101
4188,50680
4189,50688
4190,50255
4191,49730
4192,49104
4193,48448
4194,47819
4195,46900
4196,46311
4197,45306
4198,44618
4199,43721
4200,42864
4201,41919
4202,41087
4203,39990
4204,38326
4205,37379
4206,36237
4207,35154
4208,33894
4209,33016
4210,31707
4211,29991
4212,28321
4213,25856
4214,25101
4215,24124
4216,23089
4217,22322
4218,21380
4219,20776
4220,20019
4221,19296
4222,18908
4223,18038
4224,17923
4225,17248
4226,16883
4227,16773
4228,16797
4229,16518
4230,16474
4231,16565
4232,16408
4233,16387
4234,16511
4235,16702
4236,16923
4237,17094
4238,17685
4239,18364
4240,19055
4241,19421
4242,20194
4243,20793
4244,21571
4245,22227
4246,23236
4247,24554
4248,25400
4249,26234
4250,26969
4251,28760
4252,29954
4253,31624
4254,33855
4255,35178
4256,36368
4257,37439
4258,39118
4259,40423
4260,41944
4261,43109
4262,43726
4263,45593
4264,46382
4265,46917
4266,47884
4267,48523
4268,49389
4269,50169
4270,50189
4271,51009
4272,51125
4273,51479
4274,52148
4275,51824
4276,52159
4277,51679
4278,51829
4279,51616
4280,51394
4281,51415
4282,51069
4283,51347
4284,50626
4285,50144
4286,50070
4287,49598
4288,48873
4289,48597
4290,47787
4291,46254
4292,45266
4293,44582
4294,43712
4295,42873
4296,42004
4297,41035
4298,37887
4299,36871
4300,35147
4301,33846
4302,32200
4303,31118
4304,30571
4305,28796
4306,28063
4307,26873
4308,25995
4309,25030
4310,24221
4311,23424
4312,22398
4313,21625
4314,20629
4315,20199
4316,19412
4317,19029
4318,18405
4319,17903
4320,17363
4321,17296
4322,17188
4323,16977
4324,16819
4325,16664
4326,16522
4327,16461
4328,16168
4329,16240
4330,16547
4331,16629
4332,16688
4333,17117
4334,17551
4335,17824
4336,18566
4337,18923
4338,19987
4339,20438
4340,21466
4341,22129
4342,23280
4343,24534
4344,25356
4345,26824
4346,27477
4347,28351
4348,29357
4349,31665
4350,32664
4351,33959
4352,35201
4353,36256
4354,37487
4355,38548
4356,39490
4357,41173
4358,42138
4359,43524
4360,46043
4361,46648
4362,47216
4363,47442
4364,48094
4365,49066
4366,49560
4367,50652
4368,50811
4369,51391
4370,51910
4371,51636
4372,51703
4373,51810
4374,52125
4375,51917
4376,51486
4377,51537
4378,51452
4379,51197
4380,50665
4381,50407
4382,49995
4383,49739
4384,48858
4385,48092
4386,47701
4387,46824
4388,45731
4389,44995
4390,43728
4391,42929
4392,41673
4393,40566
4394,39456
4395,37912
4396,36867
4397,35592
4398,34525
4399,33301
4400,32963
4401,31543
4402,29962
4403,28785
4404,27444
4405,26012
4406,25033
4407,23801
4408,23125
4409,22958
4410,21910
4411,21940
4412,20944
4413,20617
4414,19723
4415,18998
4416,18103
4417,17822
4418,17085
4419,17032
4420,16766
4421,16758
4422,16406
4423,16273
4424,16324
4425,16474
4426,16544
4427,16644
4428,16851
4429,16839
4430,17229
4431,17399
4432,17805
4433,19191
4434,19818
4435,20390
4436,21065
4437,21780
4438,23326
4439,24010
4440,25358
4441,26358
4442,27139
4443,28074
4444,28575
4445,30079
4446,31542
4447,32791
4448,35194
4449,35957
4450,37381
4451,39141
4452,40138
4453,40640
4454,41604
4455,42914
4456,44474
4457,44998
4458,46427
4459,47210
4460,47620
4461,48133
4462,48558
4463,49454
4464,49945
4465,50233
4466,50395
4467,50740
4468,51304
4469,51441
4470,51409
4471,51621
4472,51674
4473,52029
4474,51899
4475,51718
4476,51763
4477,51618
4478,51515
4479,51274
4480,50806
4481,50478
4482,50097
4483,49332
4484,49097
4485,48105
4486,47243
4487,46263
4488,45403
4489,44817
4490,43312
4491,42426
4492,42224
4493,41507
4494,40631
4495,39640
4496,38491
4497,36958
4498,35923
4499,34516
4500,33374
4501,31619
4502,30531
4503,29398
4504,28534
4505,26830
4506,26159
4507,25119
4508,24353
4509,23535
4510,22777
4511,22480
4512,21850
4513,20848
4514,19891
4515,19119
4516,18392
4517,18313
4518,17577
4519,17022
4520,16905
4521,16770
4522,16731
4523,16341
4524,16378
4525,16532
4526,16585
4527,16547
4528,16877
4529,17041
4530,17315
4531,17475
4532,17920
4533,18449
4534,19008
4535,19521
4536,20351
4537,20895
4538,21837
4539,22361
4540,23014
4541,23637
4542,25121
4543,26782
4544,27698
4545,28900
4546,30487
4547,32186
4548,33660
4549,34580
4550,36297
4551,37353
4552,38218
4553,39546
4554,41106
4555,42177
4556,43409
4557,44263
4558,45901
4559,46700
4560,47309
4561,48268
4562,48912
4563,48737
4564,49665
4565,49559
4566,50856
4567,50822
4568,51242
4569,51242
4570,51763
4571,51541
4572,51632
4573,52023
4574,51935
4575,51666
4576,51675
4577,51722
4578,51410
4579,51617
4580,51193
4581,51173
4582,50798
4583,50345
4584,49869
4585,49360
4586,48582
4587,48259
4588,47838
4589,46860
4590,45729
4591,45258
4592,43767
4593,43080
4594,41564
4595,40682
4596,39154
4597,37355
4598,36627
4599,33959
4600,32962
4601,31547
4602,30005
4603,29092
4604,27422
4605,26676
4606,25871
4607,24666
4608,23879
4609,23182
4610,22152
4611,21405
4612,19991
4613,19572
4614,18925
4615,18584
4616,18233
4617,17611
4618,17200
4619,16883
4620,16570
4621,16300
4622,16553
4623,16223
4624,16324
4625,16275
4626,16741
4627,16724
4628,16827
4629,17225
4630,17349
4631,17959
4632,18420
4633,19517
4634,20231
4635,20732
4636,21707
4637,22350
4638,23574
4639,24403
4640,25056
4641,26158
4642,27220
4643,27957
4644,28720
4645,30275
4646,31212
4647,31900
4648,33354
4649,34111
4650,36147
4651,37051
4652,39591
4653,40413
4654,41352
4655,42000
4656,42972
4657,44697
4658,45429
4659,46237
4660,47192
4661,47924
4662,48612
4663,48949
4664,49033
4665,49598
4666,50412
4667,50832
4668,50898
4669,710
4670,51482
4671,51511
4672,51676
4673,51618
4674,52007
4675,51929
4676,51814
4677,51876
4678,52024
4679,51420
4680,51326
4681,50885
4682,50439
4683,50119
4684,49579
4685,49465
4686,48498
4687,48143
4688,47213
4689,46932
4690,46146
4691,44148
4692,43404
4693,41581
4694,40101
4695,39785
4696,38735
4697,36858
4698,35758
4699,35219
4700,34041
4701,33008
4702,32320
4703,31186
4704,30312
4705,29024
4706,27883
4707,26425
4708,25725
4709,24245
4710,23599
4711,23000
4712,21906
4713,21439
4714,20773
4715,19849
4716,19280
4717,18714
4718,17839
4719,17503
4720,17068
4721,17001
4722,16578
4723,16566
4724,16264
4725,16030
4726,16126
4727,16367
4728,16604
4729,16916
4730,17188
4731,17548
4732,17655
4733,18065
4734,18783
4735,19852
4736,20262
4737,20954
4738,22546
4739,23277
4740,23984
4741,25231
4742,26593
4743,27445
4744,28490
4745,29946
4746,30904
4747,32081
4748,33090
4749,34872
4750,38478
4751,39618
4752,40562
4753,42055
4754,43448
4755,44275
4756,45843
4757,46408
4758,47354
4759,47963
4760,48837
4761,49971
4762,49962
4763,49859
4764,51223
4765,51289
4766,51254
4767,51376
4768,51304
4769,51684
4770,51669
4771,51736
4772,52061
4773,52279
4774,51967
4775,51641
4776,51866
4777,51124
4778,50916
4779,50622
4780,50346
4781,49839
4782,49566
4783,48950
4784,48387
4785,47877
4786,47143
4787,46684
4788,45848
4789,44880
4790,43813
4791,43183
4792,42041
4793,41723
4794,40958
4795,40135
4796,39069
4797,38212
4798,36301
4799,34568
4800,33660
4801,32067
4802,30436
4803,29279
4804,27938
4805,27703
4806,26406
4807,25085
4808,24544
4809,22747
4810,21957
4811,21315
4812,20634
4813,19823
4814,18774
4815,18186
4816,18010
4817,17332
4818,17097
4819,16811
4820,16377
4821,16565
4822,16083
4823,16529
4824,16614
4825,16767
4826,16998
4827,16973
4828,17540
