Indice,ECG
4829,17631
4830,17921
4831,18370
4832,19143
4833,19668
4834,21072
4835,21865
4836,22404
4837,23407
4838,24415
4839,25524
4840,27080
4841,28684
4842,30248
4843,31582
4844,32376
4845,560
4846,35331
4847,37400
4848,38969
4849,39884
4850,41632
4851,42567
4852,43642
4853,44687
4854,45707
4855,46843
4856,47285
4857,48379
4858,49270
4859,49546
4860,49729
4861,50619
4862,50767
4863,51113
4864,51430
4865,51510
4866,51660
4867,51928
4868,51833
4869,52086
4870,51952
4871,51964
4872,52051
4873,51782
4874,51760
4875,51486
4876,51058
4877,50871
4878,51009
4879,50541
4880,50404
4881,49953
4882,49594
4883,49374
4884,48327
4885,48112
4886,47374
4887,47322
4888,46289
4889,45861
4890,44841
4891,43181
4892,42634
4893,41057
4894,40044
4895,38386
4896,37285
4897,36697
4898,35685
4899,33843
4900,33058
4901,31202
4902,30170
4903,29459
4904,28264
4905,26788
4906,25840
4907,24651
4908,23641
4909,22778
4910,21838
4911,21056
4912,20224
4913,19567
4914,18490
4915,17907
4916,17643
4917,17183
4918,16973
4919,16859
4920,16881
4921,16643
4922,16262
4923,16384
4924,16356
4925,16323
4926,16241
4927,16562
4928,16855
4929,16937
4930,17743
4931,18315
4932,18719
4933,19626
4934,20224
4935,21175
4936,23311
4937,24115
4938,25150
4939,26162
4940,27582
4941,28719
4942,31116
4943,32084
4944,33191
4945,34912
4946,35775
4947,36693
4948,37454
4949,38591
4950,39608
4951,41247
4952,42179
4953,43044
4954,44341
4955,45679
4956,46387
4957,47158
4958,48272
4959,48712
4960,49494
4961,50098
4962,50521
4963,50970
4964,50774
4965,51186
4966,51355
4967,51833
4968,51542
4969,51681
4970,52269
4971,52020
4972,51842
4973,51685
4974,51508
4975,51089
4976,51064
4977,50708
4978,50206
4979,50046
4980,49341
4981,48160
4982,47740
4983,47206
4984,46082
4985,45392
4986,44995
4987,44142
4988,42425
4989,41879
4990,40550
4991,39537
4992,39214
4993,37979
4994,36620
4995,35134
4996,32735
4997,31607
4998,30173
4999,28857
5000,27928
5001,26527
5002,25548
5003,25384
5004,23774
5005,22723
5006,21975
5007,21272
5008,20521
5009,19756
5010,19208
5011,18153
5012,17809
5013,17468
5014,17466
5015,17031
5016,16836
5017,16684
5018,16841
5019,16473
5020,16257
5021,16191
5022,16653
5023,16321
5024,16608
5025,16650
5026,16991
5027,18303
5028,18453
5029,19077
5030,19746
5031,20691
5032,21444
5033,22951
5034,23792
5035,24557
5036,25600
5037,26818
5038,28242
5039,30921
5040,31872
5041,33322
5042,34514
5043,35767
5044,36630
5045,37761
5046,39142
5047,40146
5048,41199
5049,42173
5050,43007
5051,44074
5052,44699
5053,45992
5054,46385
5055,46703
5056,47583
5057,49115
5058,50155
5059,50071
5060,50556
5061,51205
5062,51418
5063,51611
5064,51772
5065,51976
5066,51920
5067,52220
5068,51823
5069,51611
5070,51685
5071,51560
5072,51221
5073,51042
5074,50462
5075,50406
5076,50321
5077,49895
5078,49009
5079,48330
5080,47600
5081,47167
5082,46447
5083,45754
5084,44568
5085,43720
5086,41945
5087,39576
5088,38546
5089,37376
5090,35778
5091,34480
5092,33495
5093,32132
5094,30391
5095,29554
5096,27835
5097,27006
5098,26512
5099,24824
5100,23208
5101,22357
5102,21629
5103,20877
5104,20479
5105,19817
5106,19296
5107,18738
5108,18070
5109,18023
5110,17657
5111,17366
5112,16954
5113,16813
5114,17017
5115,16550
5116,16784
5117,16501
5118,16223
5119,16427
5120,16378
5121,16542
5122,16715
5123,16753
5124,17123
5125,17269
5126,17303
5127,17696
5128,18893
5129,19524
5130,20052
5131,21040
5132,22159
5133,22929
5134,24502
5135,26133
5136,26783
5137,27778
5138,28601
5139,30494
5140,31593
5141,33439
5142,35153
5143,36198
5144,38127
5145,39102
5146,40465
5147,41143
5148,43575
5149,44341
5150,45116
5151,46442
5152,47392
5153,47954
5154,48762
5155,49554
5156,50123
5157,50652
5158,50756
5159,50939
5160,51803
5161,51613
5162,51651
5163,51868
5164,51873
5165,52013
5166,51801
5167,51447
5168,51320
5169,51401
5170,51200
5171,51196
5172,50344
5173,50191
5174,49570
5175,49256
5176,48546
5177,47674
5178,47223
5179,45955
5180,45382
5181,44440
5182,43285
5183,43050
5184,41981
5185,40503
5186,39796
5187,38189
5188,36836
5189,36191
5190,35228
5191,33360
5192,32275
5193,30388
5194,29562
5195,29139
5196,27941
5197,26637
5198,25474
5199,24619
5200,23832
5201,23274
5202,21948
5203,21530
5204,20739
5205,19508
5206,18944
5207,18582
5208,17549
5209,17490
5210,17387
5211,17251
5212,16812
5213,16656
5214,16598
5215,16514
5216,16028
5217,16564
5218,16657
5219,16511
5220,16988
5221,17079
5222,17231
5223,17561
5224,17788
5225,18731
5226,19199
5227,19794
5228,20743
5229,21479
5230,22439
5231,23210
5232,24878
5233,25611
5234,26711
5235,27920
5236,29402
5237,31612
5238,32758
5239,34486
5240,35403
5241,36828
5242,38546
5243,40204
5244,41197
5245,42359
5246,43933
5247,44526
5248,45962
5249,46424
5250,47398
5251,48184
5252,49024
5253,49662
5254,49912
5255,50748
5256,50619
5257,51497
5258,51241
5259,51479
5260,51525
5261,51876
5262,51918
5263,51925
5264,51809
5265,52032
5266,51543
5267,51432
5268,51471
5269,50993
5270,50873
5271,50561
5272,50400
5273,49544
5274,48985
5275,48575
5276,48017
5277,47313
5278,46291
5279,45079
5280,44485
5281,43671
5282,41958
5283,40988
5284,39875
5285,38430
5286,37240
5287,35843
5288,34456
5289,32637
5290,31584
5291,31093
5292,29934
5293,28270
5294,26808
5295,25918
5296,24984
5297,24911
5298,23794
5299,22671
5300,21274
5301,20641
5302,19916
5303,19381
5304,18331
5305,17722
5306,17423
5307,17450
5308,17202
5309,16969
5310,16932
5311,16638
5312,16460
5313,16340
5314,16264
5315,16205
5316,16643
5317,16631
5318,16613
5319,16927
5320,17134
5321,17451
5322,17526
5323,18074
5324,18092
5325,18606
5326,19244
5327,19947
5328,20502
5329,20997
5330,21832
5331,22200
5332,22874
5333,23969
5334,24983
5335,26760
5336,27843
5337,28867
5338,30476
5339,31621
5340,32477
5341,34675
5342,35844
5343,36929
5344,38020
5345,39338
5346,40749
5347,41730
5348,42193
5349,43102
5350,44463
5351,45592
5352,46351
5353,46927
5354,47715
5355,48213
5356,49228
5357,49622
5358,50299
5359,50674
5360,50670
5361,50952
5362,51047
5363,51654
5364,51755
5365,51813
5366,51770
5367,51817
5368,51957
5369,51789
5370,51661
5371,51546
5372,51770
5373,50943
5374,50535
5375,50366
5376,49656
5377,49698
5378,48569
5379,48133
5380,46710
5381,44880
5382,44120
5383,43283
5384,41987
5385,40824
5386,40352
5387,39403
5388,35917
5389,34930
5390,33894
5391,33537
5392,32178
5393,31217
5394,29747
5395,28777
5396,27734
5397,26226
5398,25332
5399,24215
5400,23530
5401,22555
5402,21600
5403,21244
5404,20643
5405,19743
5406,19314
5407,18715
5408,18050
5409,17767
5410,17460
5411,17137
5412,17079
5413,16612
5414,16355
5415,16218
5416,16108
5417,16541
5418,16659
5419,16535
5420,16627
5421,16874
5422,17131
5423,17362
5424,17759
5425,18305
5426,18908
5427,19365
5428,20054
5429,20891
5430,21824
5431,22562
5432,23208
5433,24538
5434,25396
5435,26974
5436,28431
5437,28973
5438,31602
5439,32777
5440,34084
5441,35426
5442,36417
5443,38117
5444,39257
5445,40213
5446,41131
5447,42499
5448,43625
5449,44771
5450,45589
5451,46808
5452,47261
5453,48273
5454,48495
5455,49115
5456,49741
5457,49673
5458,50326
5459,50500
5460,50875
5461,50904
5462,51431
5463,51650
5464,51712
5465,52020
5466,52160
5467,51978
5468,51665
5469,51802
5470,51314
5471,51319
5472,51211
5473,50603
5474,50316
5475,49536
5476,49133
5477,48275
5478,47712
5479,46356
5480,45656
5481,44958
5482,43709
5483,42998
5484,41628
5485,39945
5486,38919
5487,37361
5488,36089
5489,33936
5490,32577
5491,31461
5492,29776
5493,28757
5494,27662
5495,26762
5496,25762
5497,24514
5498,23376
5499,22669
5500,21890
5501,20587
5502,19964
5503,19315
5504,18535
5505,18461
5506,17720
5507,17618
5508,17149
5509,16727
5510,16704
5511,16791
5512,16620
5513,16332
5514,16394
5515,16326
5516,16449
5517,16450
5518,16348
5519,16851
5520,16860
5521,17364
5522,17823
5523,18101
5524,18139
5525,18875
5526,19378
5527,20169
5528,20929
5529,21037
5530,22378
5531,23371
5532,24216
5533,25078
5534,26085
5535,26936
5536,27924
5537,28961
5538,30094
5539,31700
5540,32613
5541,34079
5542,35422
5543,36563
5544,37722
5545,38469
5546,39855
5547,40877
5548,41876
5549,43296
5550,43855
5551,45727
5552,46521
5553,47041
5554,48052
5555,48719
5556,49295
5557,49731
5558,50056
5559,50617
5560,51186
5561,51114
5562,51340
5563,51325
5564,51671
5565,52142
5566,51594
5567,51991
5568,51921
5569,51509
5570,51447
5571,51202
5572,51194
5573,50914
5574,50858
5575,50374
5576,49858
5577,49437
5578,48802
5579,48156
5580,47195
5581,46402
5582,46006
5583,45279
5584,44442
5585,44075
5586,43102
5587,41818
5588,38787
5589,37140
5590,36092
5591,34752
5592,33653
5593,31901
5594,30799
5595,28599
5596,27621
5597,26608
5598,25472
5599,24504
5600,24307
5601,23321
5602,21888
5603,21152
5604,20589
5605,19914
5606,19569
5607,19069
5608,18157
5609,17541
5610,17277
5611,17047
5612,16995
5613,16795
5614,16789
5615,16705
5616,560
5617,16045
5618,16329
5619,16558
5620,16675
5621,16812
5622,16922
5623,17552
5624,17942
5625,18446
5626,18744
5627,19464
5628,19938
5629,20668
5630,21927
5631,22686
5632,23402
5633,24756
5634,25383
5635,26678
5636,27968
5637,28976
5638,30069
5639,31258
5640,32376
5641,34835
5642,35602
5643,37076
5644,38686
5645,39869
5646,40666
5647,41902
5648,42895
5649,43601
5650,44992
5651,45616
5652,47035
5653,47755
5654,48536
5655,48968
5656,49469
5657,50360
5658,51071
5659,50982
5660,51344
5661,51689
5662,51804
5663,51694
5664,51992
5665,52034
5666,51714
5667,51798
5668,51351
5669,51240
5670,50559
5671,50313
5672,49501
5673,49054
5674,48334
5675,47465
5676,46246
5677,45805
5678,44791
5679,43729
5680,42688
5681,41262
5682,40339
5683,38209
5684,37321
5685,35537
5686,34220
5687,33016
5688,32645
5689,31336
5690,29998
5691,28069
5692,27399
5693,26239
5694,24991
5695,23795
5696,23286
5697,22652
5698,21889
5699,20796
5700,20370
5701,19522
5702,18842
5703,18173
5704,17772
5705,17571
5706,17405
5707,16925
5708,16663
5709,16638
5710,16217
5711,16234
5712,16136
5713,16409
5714,16364
5715,16494
5716,16868
5717,17016
5718,17329
5719,17606
5720,17747
5721,18301
5722,18843
5723,19808
5724,20218
5725,20858
5726,22310
5727,23085
5728,23796
5729,25971
5730,27478
5731,28510
5732,29065
5733,30556
5734,31759
5735,34724
5736,36551
5737,37738
5738,39329
5739,40407
5740,41790
5741,42856
5742,43740
5743,44607
5744,45416
5745,45898
5746,47154
5747,47926
5748,47931
5749,48649
5750,49671
5751,50049
5752,50643
5753,50954
5754,51104
5755,51175
5756,51398
5757,51443
5758,51861
5759,51964
5760,52167
5761,52027
5762,51908
5763,51848
5764,51682
5765,51160
5766,51187
5767,50602
5768,50311
5769,49714
5770,49327
5771,48640
5772,47984
5773,47142
5774,45962
5775,45093
5776,44475
5777,43182
5778,42223
5779,40774
5780,38293
5781,37342
5782,35955
5783,34651
5784,33661
5785,32679
5786,31284
5787,30140
5788,29112
5789,28132
5790,26561
5791,25501
5792,24383
5793,23514
5794,22523
5795,22159
5796,21547
5797,20177
5798,19594
5799,18981
5800,18510
5801,18328
5802,17919
5803,17330
5804,17037
5805,16806
5806,16814
5807,16527
5808,16268
5809,16254
5810,16221
5811,16520
5812,16623
5813,16807
5814,17052
5815,17503
5816,17828
5817,17898
5818,18150
5819,19021
5820,19986
5821,20589
5822,21215
5823,22115
5824,22721
5825,23386
5826,24158
5827,24678
5828,25511
5829,26964
5830,27685
5831,29615
5832,30674
5833,32388
5834,33561
5835,33957
5836,35479
5837,37236
5838,38187
5839,39448
5840,40427
5841,41386
5842,42410
5843,43722
5844,44442
5845,46230
5846,46861
5847,47496
5848,48205
5849,48970
5850,49576
5851,50530
5852,50344
5853,50486
5854,51066
5855,51367
5856,51727
5857,51639
5858,52053
5859,52131
5860,52039
5861,51895
5862,51811
5863,51514
5864,51267
5865,50948
5866,51031
5867,50427
5868,49858
5869,49103
5870,48747
5871,47558
5872,46422
5873,45475
5874,45004
5875,43996
5876,42569
5877,41258
5878,40326
5879,38760
5880,37006
5881,35956
5882,34296
5883,33042
5884,31507
5885,30174
5886,29740
5887,28661
5888,27518
5889,26638
5890,25667
5891,24939
5892,24142
5893,23042
5894,21843
5895,21109
5896,20056
5897,19711
5898,18793
5899,18208
5900,17798
5901,17138
5902,17108
5903,16849
5904,16655
5905,16707
5906,16332
5907,16357
5908,16142
5909,16456
5910,16590
5911,16575
5912,16966
5913,17040
5914,17323
5915,17435
5916,17743
5917,18212
5918,18674
5919,19265
5920,19955
5921,20633
5922,21322
5923,22031
5924,22746
5925,23823
5926,24675
5927,24925
5928,26099
5929,29100
5930,30228
5931,31174
5932,31406
5933,32442
5934,33752
5935,34895
5936,36087
5937,38308
5938,39115
5939,39968
5940,41026
5941,41920
5942,42734
5943,42994
5944,44140
5945,44999
5946,45220
5947,46394
5948,46937
5949,47904
5950,49027
5951,49393
5952,50084
5953,50383
5954,50853
5955,51306
5956,51353
5957,51264
5958,51734
5959,51972
5960,51886
5961,51926
5962,51981
5963,51915
5964,51711
5965,51605
5966,51484
5967,51115
5968,50864
5969,50486
5970,50141
5971,49855
5972,49193
5973,48599
5974,47970
5975,47429
5976,46814
5977,45944
5978,45154
5979,43865
5980,43249
5981,42248
5982,41504
5983,40328
5984,39205
5985,38267
5986,36644
5987,35377
5988,33485
5989,32746
5990,31223
5991,28603
5992,27541
5993,26759
5994,24041
5995,23225
5996,22612
5997,21487
5998,20757
5999,19871
6000,18362
6001,17817
6002,17533
6003,17210
6004,17035
6005,16659
6006,16695
6007,16290
6008,16105
6009,15980
6010,16190
6011,16261
6012,16428
6013,16739
6014,17488
6015,17572
6016,17998
6017,18637
6018,19087
6019,19817
6020,21003
6021,22041
6022,22727
6023,23576
6024,24317
6025,25604
6026,26483
6027,28196
6028,29124
6029,30137
6030,31353
6031,32480
6032,33630
6033,35539
6034,36621
6035,37066
6036,38327
6037,41546
6038,42363
6039,43377
6040,44122
6041,45410
6042,46157
6043,46898
6044,47950
6045,48290
6046,48994
6047,49365
6048,50093
6049,50899
6050,51191
6051,51523
6052,51699
6053,51952
6054,52036
6055,52174
6056,52066
6057,52045
6058,52032
6059,51438
6060,51644
6061,51308
6062,51313
6063,51200
6064,50565
6065,50119
6066,49988
6067,49061
6068,48798
6069,48322
6070,47571
6071,47225
6072,45809
6073,44784
6074,43966
6075,42654
6076,41880
6077,40282
6078,38708
6079,37715
6080,35943
6081,34801
6082,33079
6083,32067
6084,30640
6085,29624
6086,28562
6087,27880
6088,26196
6089,24879
6090,23691
6091,22532
6092,21849
6093,21144
6094,20383
6095,19766
6096,18686
6097,17891
6098,17797
6099,17494
6100,16980
6101,16593
6102,16707
6103,16475
6104,16413
6105,16356
6106,16287
6107,16608
6108,16671
6109,17162
6110,17073
6111,17607
6112,17655
6113,18202
6114,18612
6115,19476
6116,19928
6117,20389
6118,20907
6119,21717
6120,22846
6121,23865
6122,24766
6123,26101
6124,27154
6125,27288
6126,28593
6127,31935
6128,33099
6129,34288
6130,34556
6131,35883
6132,37899
6133,38815
6134,41098
6135,41952
6136,42944
6137,44028
6138,45003
6139,46240
6140,47256
6141,48162
6142,48717
6143,49225
6144,49757
6145,50509
6146,50541
6147,51040
6148,50957
6149,51354
6150,51557
6151,51701
6152,51765
6153,51925
6154,52116
6155,51915
6156,51740
6157,51865
6158,51560
6159,51312
6160,50910
6161,50573
6162,50342
6163,49827
6164,49674
6165,47877
6166,47406
6167,46328
6168,45477
6169,43915
6170,42999
6171,41648
6172,40990
6173,39779
6174,38405
6175,37084
6176,35321
6177,34210
6178,33557
6179,31798
6180,30731
6181,29672
6182,28328
6183,26802
6184,25676
6185,24716
6186,23225
6187,22558
6188,21894
6189,21243
6190,20660
6191,19952
6192,19260
6193,18614
6194,17964
6195,17372
6196,17207
6197,16983
6198,16559
6199,16502
6200,16500
6201,16529
6202,16296
6203,16319
6204,16599
6205,16656
6206,16842
6207,17201
6208,18212
6209,18807
6210,19278
6211,19686
6212,20378
6213,21009
6214,21737
6215,22249
6216,22922
6217,24777
6218,25462
6219,26644
6220,28024
6221,29117
6222,30873
6223,31893
6224,32339
6225,34246
6226,35485
6227,36588
6228,38299
6229,39408
6230,39713
6231,41022
6232,42402
6233,43822
6234,44459
6235,44978
6236,45748
6237,46612
6238,47127
6239,47750
6240,48556
6241,49030
6242,50311
6243,50507
6244,51223
6245,51275
6246,51209
6247,51359
6248,51716
6249,51949
6250,52023
6251,52286
6252,51680
6253,51837
6254,51756
6255,51503
6256,51397
6257,50860
6258,50503
6259,50219
6260,50213
6261,49234
6262,48865
6263,48452
6264,47822
6265,47714
6266,46870
6267,45802
6268,45244
6269,44237
6270,43467
6271,42874
6272,41818
6273,40436
6274,39646
6275,38540
6276,37007
6277,36046
6278,34837
6279,33200
6280,31831
6281,30428
6282,28837
6283,27579
6284,26843
6285,25707
6286,24942
6287,23961
6288,23039
6289,22488
6290,21850
6291,21193
6292,20163
6293,19747
6294,18910
6295,18092
6296,17683
6297,17450
6298,16922
6299,16966
6300,16589
6301,16485
6302,16189
6303,16079
6304,16114
6305,16565
6306,16742
6307,16558
6308,17019
6309,17208
6310,17661
6311,18070
6312,18413
6313,19080
6314,20004
6315,20671
6316,21308
6317,21961
6318,22782
6319,23545
6320,23756
6321,24428
6322,25233
6323,25870
6324,27577
6325,28551
6326,29262
6327,30244
6328,31190
6329,32755
6330,34411
6331,37101
6332,38195
6333,39486
6334,40490
6335,41511
6336,42841
6337,43786
6338,44301
6339,45017
6340,46128
6341,46650
6342,47710
6343,48349
6344,48686
6345,49020
6346,50001
6347,50261
6348,51057
6349,50934
6350,51196
6351,51289
6352,51669
6353,51815
6354,51965
6355,51985
6356,51647
6357,51823
6358,51692
6359,51375
6360,51128
6361,51182
6362,50847
6363,50507
6364,49792
6365,49618
6366,49156
6367,48491
6368,47919
6369,47350
6370,46462
6371,45660
6372,44123
6373,43617
6374,42613
6375,41593
6376,40703
6377,39618
6378,38686
6379,38094
6380,37032
6381,34675
6382,33376
6383,32488
6384,30964
6385,29583
6386,27937
6387,27140
6388,25134
6389,24341
6390,23632
6391,22434
6392,21804
6393,20784
6394,20330
6395,19752
6396,18765
6397,18249
6398,17887
6399,17514
6400,17274
6401,16993
6402,16912
6403,16656
6404,16593
6405,16304
6406,16164
6407,16409
6408,16374
6409,16644
6410,16728
6411,17197
6412,17347
6413,17635
6414,17850
6415,18459
6416,18863
6417,19639
6418,20350
6419,21347
6420,22517
6421,23116
6422,24299
6423,25157
6424,26626
6425,27911
6426,29034
6427,30872
6428,32679
6429,33799
6430,34839
6431,35291
6432,36761
6433,39033
6434,40436
6435,41522
6436,42304
6437,43276
6438,45110
6439,45784
6440,46563
6441,47133
6442,48310
6443,48493
6444,49171
6445,49592
6446,50493
6447,50636
6448,50627
6449,51045
6450,51454
6451,51412
6452,52147
6453,51615
6454,51757
6455,51972
6456,51929
6457,51732
6458,51645
6459,51936
6460,51358
6461,51139
6462,50699
6463,50447
6464,49954
6465,49819
6466,49159
6467,48187
6468,47923
6469,47114
6470,46148
6471,46097
6472,45110
6473,43924
6474,43081
6475,41548
6476,40826
6477,39714
6478,38660
6479,37535
6480,36731
6481,34690
6482,33900
6483,32195
6484,30551
6485,29628
6486,28814
6487,26911
6488,26121
6489,25120
6490,23986
6491,23217
6492,22012
6493,21558
6494,21076
6495,20601
6496,19542
6497,18988
6498,18534
6499,18088
6500,17191
6501,17025
6502,17055
6503,16670
6504,16405
6505,16476
6506,16488
6507,16285
6508,16393
6509,16751
6510,16606
6511,16925
6512,17007
6513,17111
6514,17476
6515,17931
6516,18657
6517,19225
6518,20300
6519,21031
6520,21851
6521,22625
6522,23590
6523,24895
6524,25721
6525,26204
6526,27083
6527,28384
6528,29692
6529,31213
6530,33804
6531,35024
6532,36075
6533,37466
6534,39010
6535,39925
6536,41348
6537,44304
6538,45066
6539,45887
6540,47282
6541,47873
6542,48344
6543,49595
6544,49879
6545,50537
6546,50996
6547,51404
6548,51319
6549,51740
6550,51470
6551,51985
6552,52105
6553,51741
6554,51840
6555,51833
6556,51580
6557,51678
6558,51729
6559,50984
6560,51163
6561,50920
6562,50391
6563,50362
6564,49499
6565,48968
6566,47383
6567,47048
6568,46132
6569,45658
6570,44887
6571,43601
6572,42702
6573,41636
6574,40580
6575,38065
6576,37007
6577,35248
6578,34110
6579,32452
6580,31178
6581,30384
6582,29052
6583,28175
6584,27412
6585,26605
6586,25706
6587,24775
6588,23226
6589,21517
6590,20808
6591,20110
6592,19304
6593,18623
6594,18447
6595,18027
6596,17729
6597,17261
6598,17176
6599,16939
6600,16763
6601,16761
6602,16374
6603,16294
6604,16162
6605,16384
6606,16791
6607,16564
6608,16864
6609,17310
6610,17652
6611,18225
6612,18899
6613,19389
6614,19571
6615,20425
6616,21373
6617,21961
6618,23136
6619,24016
6620,25215
6621,25886
6622,26533
6623,27565
6624,29114
6625,30198
6626,31991
6627,35521
6628,36526
6629,38110
6630,39389
6631,40973
6632,41862
6633,42896
6634,43897
6635,44549
6636,45427
6637,46066
6638,46740
6639,47476
6640,48061
6641,48771
6642,49656
6643,49980
6644,50647
6645,51414
6646,51276
6647,51492
6648,51515
6649,51929
6650,52072
6651,52065
6652,51966
6653,51647
6654,51786
6655,51385
6656,51297
6657,711
6658,50430
6659,50250
6660,50097
6661,49450
6662,48591
6663,48385
6664,47841
6665,45827
6666,44982
6667,44160
6668,43433
6669,42609
6670,41671
6671,40690
6672,39855
6673,38589
6674,36976
6675,35812
6676,34643
6677,33516
6678,31220
6679,29989
6680,29179
6681,28253
6682,26641
6683,25603
6684,25004
6685,23925
6686,23306
6687,22608
6688,22172
6689,21606
6690,20970
6691,20572
6692,19638
6693,18760
6694,18190
6695,17753
6696,17456
6697,17180
6698,17212
6699,17125
6700,16688
6701,16564
6702,16378
6703,16110
6704,16227
6705,16220
6706,16472
6707,16619
6708,16989
6709,17214
6710,17530
6711,18168
6712,18796
6713,19225
6714,20931
6715,21697
6716,22489
6717,24002
6718,24539
6719,25625
6720,27615
6721,28516
6722,29644
6723,30649
6724,31608
6725,33171
6726,34353
6727,35311
6728,37346
6729,38989
6730,40319
6731,41291
6732,42035
6733,42903
6734,44293
6735,45018
6736,45711
6737,46788
6738,47395
6739,48673
6740,49337
6741,49761
6742,50581
6743,50764
6744,50949
6745,51170
6746,51126
6747,51486
6748,51383
6749,51711
6750,51800
6751,52192
6752,51876
6753,52029
6754,51749
6755,51469
6756,51596
6757,51279
6758,51339
6759,50766
6760,50739
6761,49794
6762,49132
6763,48819
6764,48227
6765,47756
6766,46572
6767,45957
6768,45464
6769,44846
6770,43465
6771,42134
6772,41147
6773,40208
6774,39718
6775,38867
6776,37260
6777,35825
6778,34148
6779,32414
6780,31320
6781,29751
6782,29041
6783,28093
6784,26991
6785,25651
6786,25024
6787,23837
6788,22812
6789,21848
6790,21189
6791,20535
6792,20054
6793,18439
6794,18071
6795,17722
6796,17407
6797,17004
6798,16720
6799,16510
6800,16296
6801,16264
6802,16451
6803,16301
6804,16343
6805,16701
6806,16649
6807,16795
6808,17142
6809,17411
6810,17709
6811,18121
6812,18467
6813,18906
6814,19393
6815,19869
6816,20673
6817,21404
6818,22479
6819,23029
6820,24292
6821,25103
6822,25941
6823,26950
6824,28037
6825,29072
6826,30317
6827,31978
6828,32962
6829,34738
6830,35896
6831,37442
6832,38426
6833,39459
6834,40264
6835,41018
6836,42609
6837,43100
6838,44041
6839,44600
6840,45550
6841,46061
6842,47245
6843,48061
6844,49071
6845,49438
6846,49751
6847,50210
6848,50355
6849,51127
6850,51314
6851,51246
6852,51573
6853,51929
6854,51936
6855,52082
6856,51793
6857,51782
6858,52126
6859,51745
6860,51798
6861,51291
6862,51020
6863,51266
6864,51147
6865,50243
6866,50132
6867,49605
6868,49335
6869,48937
6870,47861
6871,47390
6872,46501
6873,45806
6874,45143
6875,44209
6876,43020
6877,42143
6878,41845
6879,40176
6880,39385
6881,38307
6882,36386
6883,35354
6884,35042
6885,33653
6886,32550
6887,31192
6888,29617
6889,28465
6890,26923
6891,26347
6892,25148
6893,24543
6894,23712
6895,22785
6896,22068
6897,21147
6898,20125
6899,19592
6900,19024
6901,18566
6902,18505
6903,17920
6904,17302
6905,17070
6906,16900
6907,16717
6908,16612
6909,16328
6910,16409
6911,16224
6912,16681
6913,16720
6914,16588
6915,16923
6916,17202
6917,17471
6918,17866
6919,18366
6920,19118
6921,19731
6922,20145
6923,20738
6924,21735
6925,22325
6926,23377
6927,24438
6928,26178
6929,27518
6930,28297
6931,29754
6932,30696
6933,31127
6934,32549
6935,35058
6936,36025
6937,37150
6938,38467
6939,38611
6940,40015
6941,41576
6942,42394
6943,44252
6944,44993
6945,46531
6946,47326
6947,47940
6948,48425
6949,49000
6950,48912
6951,49974
6952,50197
6953,50874
6954,50923
6955,51296
6956,51435
6957,51480
6958,51867
6959,52021
6960,51853
6961,51948
6962,51743
6963,51464
6964,51741
6965,51435
6966,51022
6967,51247
6968,50622
6969,49952
6970,49796
6971,49463
6972,48825
6973,47811
6974,47654
6975,46510
6976,45531
6977,44909
6978,43991
6979,43508
6980,42893
6981,41226
6982,40416
6983,38631
6984,37025
6985,36350
6986,34086
6987,33219
6988,31657
6989,30204
6990,29720
6991,28500
6992,27172
6993,26475
6994,24323
6995,23625
6996,22860
6997,21945
6998,21448
6999,20473
7000,19792
7001,19384
7002,18705
7003,17965
7004,17728
7005,17293
7006,16551
7007,16594
7008,16512
7009,16280
7010,16026
7011,16293
7012,16564
7013,16313
7014,16693
7015,16889
7016,17406
7017,17558
7018,18222
7019,19753
7020,20296
7021,20620
7022,21386
7023,21932
7024,22812
7025,24283
7026,26479
7027,27540
7028,28585
7029,30236
7030,32014
7031,33121
7032,35542
7033,36404
7034,37813
7035,39503
7036,40484
7037,41631
7038,42932
7039,43144
7040,44705
7041,45325
7042,46097
7043,47379
7044,47664
7045,48264
7046,48867
7047,49661
7048,49979
7049,50617
7050,51026
7051,50657
7052,51168
7053,51319
7054,51462
7055,51669
7056,51862
7057,51969
7058,52204
7059,51733
7060,51700
7061,51743
7062,51362
7063,51126
7064,51229
7065,51000
7066,50072
7067,50200
7068,49609
7069,48904
7070,48321
7071,48009
7072,47413
7073,46653
7074,46066
7075,43996
7076,43123
7077,42125
7078,40799
7079,39932
7080,39010
7081,37583
7082,36647
7083,34699
7084,33895
7085,33032
7086,31785
7087,30684
7088,29858
7089,28564
7090,27644
7091,26237
7092,24092
7093,23302
7094,22586
7095,21576
7096,20588
7097,19803
7098,19265
7099,18585
7100,18210
7101,17677
7102,17547
7103,17045
7104,17027
7105,16780
7106,16454
7107,16292
7108,16201
7109,16414
7110,16737
7111,16826
7112,16965
7113,17263
7114,17662
7115,17954
7116,18554
7117,19034
7118,19691
7119,20668
7120,21206
7121,22770
7122,23505
7123,24695
7124,25607
7125,26611
7126,28068
7127,28719
7128,30176
7129,32004
7130,33003
7131,34150
7132,35379
7133,37202
7134,38264
7135,39643
7136,40869
7137,41985
7138,42904
7139,43695
7140,44525
7141,45633
7142,46306
7143,47143
7144,47812
7145,48216
7146,49411
7147,50190
7148,50228
7149,50414
7150,50659
7151,50804
7152,51104
7153,51422
7154,51759
7155,51786
7156,52068
7157,52379
7158,51714
7159,51740
7160,51740
