Index;Time_us;Ch1_val_uV;Ch1_ts_us;Ch2_val_uV;Ch2_ts_us;StimState
0;1765796155759052;26729,000000;1765796155759052;;;0
1;1765796155759053;26729,000000;1765796155759052;26729,000000;1765796155759053;0
2;1765796155759313;32383,000000;1765796155759313;26729,000000;1765796155759053;0
3;1765796155759314;32383,000000;1765796155759313;32383,000000;1765796155759314;0
4;1765796155759822;38551,000000;1765796155759822;32383,000000;1765796155759314;0
5;1765796155759823;38551,000000;1765796155759822;38551,000000;1765796155759823;0
6;1765796155760958;47289,000000;1765796155760958;38551,000000;1765796155759823;0
7;1765796155760960;47289,000000;1765796155760958;47289,000000;1765796155760960;0
8;1765796155761560;53457,000000;1765796155761560;47289,000000;1765796155760960;0
9;1765796155761561;53457,000000;1765796155761560;53457,000000;1765796155761561;0
10;1765796155762092;53457,000000;1765796155761560;59111,000000;1765796155762092;0
11;1765796155762722;62195,000000;1765796155762722;59111,000000;1765796155762092;0
12;1765796155762723;62195,000000;1765796155762722;62195,000000;1765796155762723;0
13;1765796155763431;2571,000000;1765796155763431;62195,000000;1765796155762723;0
14;1765796155763432;2571,000000;1765796155763431;2571,000000;1765796155763432;0
15;1765796155763709;2571,000000;1765796155763431;8225,000000;1765796155763709;0
16;1765796155764407;11309,000000;1765796155764407;8225,000000;1765796155763709;0
17;1765796155764408;11309,000000;1765796155764407;11309,000000;1765796155764408;0
18;1765796155765399;16963,000000;1765796155765399;11309,000000;1765796155764408;0
19;1765796155765400;16963,000000;1765796155765399;16963,000000;1765796155765400;0
20;1765796155766014;23131,000000;1765796155766014;16963,000000;1765796155765400;0
21;1765796155766015;23131,000000;1765796155766014;23131,000000;1765796155766015;0
22;1765796155818034;28785,000000;1765796155818034;23131,000000;1765796155766015;0
23;1765796155818037;28785,000000;1765796155818034;28785,000000;1765796155818037;0
24;1765796155818250;34953,000000;1765796155818250;28785,000000;1765796155818037;0
25;1765796155818251;34953,000000;1765796155818250;34953,000000;1765796155818251;0
26;1765796155818786;40607,000000;1765796155818786;34953,000000;1765796155818251;0
27;1765796155818787;40607,000000;1765796155818786;40607,000000;1765796155818787;0
28;1765796155819288;31355,000000;1765796155819288;40607,000000;1765796155818787;0
29;1765796155819289;31355,000000;1765796155819288;31355,000000;1765796155819289;0
30;1765796155820623;38551,000000;1765796155820623;31355,000000;1765796155819289;0
31;1765796155820625;38551,000000;1765796155820623;38551,000000;1765796155820625;0
32;1765796155820870;44205,000000;1765796155820870;38551,000000;1765796155820625;0
33;1765796155820872;44205,000000;1765796155820870;44205,000000;1765796155820872;0
34;1765796155820968;50373,000000;1765796155820968;44205,000000;1765796155820872;0
35;1765796155820969;50373,000000;1765796155820968;50373,000000;1765796155820969;0
36;1765796155821623;56027,000000;1765796155821623;50373,000000;1765796155820969;0
37;1765796155821628;56027,000000;1765796155821623;56027,000000;1765796155821628;0
38;1765796155823042;61681,000000;1765796155823042;56027,000000;1765796155821628;0
39;1765796155823047;61681,000000;1765796155823042;61681,000000;1765796155823047;0
40;1765796155826107;2057,000000;1765796155826107;61681,000000;1765796155823047;0
41;1765796155826110;2057,000000;1765796155826107;2057,000000;1765796155826110;0
42;1765796155826259;7711,000000;1765796155826259;2057,000000;1765796155826110;0
43;1765796155826260;7711,000000;1765796155826259;7711,000000;1765796155826260;0
44;1765796155827230;13879,000000;1765796155827230;7711,000000;1765796155826260;0
45;1765796155827231;13879,000000;1765796155827230;13879,000000;1765796155827231;0
46;1765796155827458;20047,000000;1765796155827458;13879,000000;1765796155827231;0
47;1765796155827459;20047,000000;1765796155827458;20047,000000;1765796155827459;0
48;1765796155827600;25701,000000;1765796155827600;20047,000000;1765796155827459;0
49;1765796155827601;25701,000000;1765796155827600;25701,000000;1765796155827601;0
50;1765796155827789;31355,000000;1765796155827789;25701,000000;1765796155827601;0
51;1765796155827790;31355,000000;1765796155827789;31355,000000;1765796155827790;0
52;1765796155827880;37523,000000;1765796155827880;31355,000000;1765796155827790;0
53;1765796155827881;37523,000000;1765796155827880;37523,000000;1765796155827881;0
54;1765796155827986;43177,000000;1765796155827986;43177,000000;1765796155827986;0
55;1765796155828041;49345,000000;1765796155828041;43177,000000;1765796155827986;0
