Index;Time_us;Ch1_val_uV;Ch1_ts_us;Ch2_val_uV;Ch2_ts_us;StimState
0;1765535191535695;-1882,725000;1765535191535695;;;0
1;1765535191535697;-1882,725000;1765535191535695;-89,310000;1765535191535697;0
2;1765535191535698;-1372,020000;1765535191535698;-89,310000;1765535191535697;0
3;1765535191535699;-1517,685000;1765535191535699;347,490000;1765535191535699;0
4;1765535191535700;-1720,290000;1765535191535700;185,055000;1765535191535700;0
5;1765535191535701;-1792,050000;1765535191535701;185,055000;1765535191535700;0
6;1765535191535702;-1636,635000;1765535191535702;178,815000;1765535191535702;0
7;1765535191535703;-1679,925000;1765535191535703;-148,590000;1765535191535703;0
8;1765535191535704;-3111,615000;1765535191535704;-1158,690000;1765535191535704;0
9;1765535191535705;-2096,835000;1765535191535705;-963,300000;1765535191535705;0
10;1765535191535706;-2908,425000;1765535191535706;-443,040000;1765535191535706;0
11;1765535191535707;-2766,270000;1765535191535707;-1108,770000;1765535191535707;0
12;1765535191535708;-1817,010000;1765535191535708;-283,335000;1765535191535708;0
13;1765535191535709;-1276,470000;1765535191535709;332,865000;1765535191535709;0
14;1765535191535710;-1177,605000;1765535191535710;441,285000;1765535191535710;0
15;1765535191535711;-1335,360000;1765535191535711;374,205000;1765535191535711;0
16;1765535191535712;-1512,030000;1765535191535712;264,810000;1765535191535712;0
17;1765535191535713;-1427,205000;1765535191535713;328,575000;1765535191535713;0
18;1765535191535714;-1389,375000;1765535191535714;304,005000;1765535191535714;0
19;1765535191535715;-1409,460000;1765535191535715;212,160000;1765535191535715;0
20;1765535191535716;-1627,470000;1765535191535716;320,190000;1765535191535716;0
21;1765535191535717;-1590,225000;1765535191535717;291,135000;1765535191535717;0
22;1765535191535721;-1469,325000;1765535191535721;276,900000;1765535191535721;0
23;1765535191535722;-1353,300000;1765535191535722;432,705000;1765535191535722;0
24;1765535191535723;-1460,940000;1765535191535723;438,750000;1765535191535723;0
25;1765535191535724;-1335,165000;1765535191535724;403,650000;1765535191535724;0
26;1765535191535725;-1570,725000;1765535191535725;366,015000;1765535191535725;0
27;1765535191535726;-1571,505000;1765535191535726;270,270000;1765535191535726;0
28;1765535191535727;-1400,100000;1765535191535727;447,135000;1765535191535727;0
29;1765535191535728;-1850,745000;1765535191535728;447,135000;1765535191535727;0
30;1765535191535729;-1698,450000;1765535191535729;167,895000;1765535191535729;0
31;1765535191535730;-1445,730000;1765535191535730;226,590000;1765535191535730;0
32;1765535191535731;-1309,425000;1765535191535731;360,360000;1765535191535731;0
33;1765535191595472;-3926,325000;1765535191595472;360,360000;1765535191535731;0
34;1765535191595473;-3926,325000;1765535191595472;-54,405000;1765535191595473;0
35;1765535191595474;-1748,955000;1765535191595474;250,575000;1765535191595474;0
36;1765535191595475;-1638,585000;1765535191595475;250,575000;1765535191595474;0
37;1765535191595476;-1540,110000;1765535191595476;369,135000;1765535191595476;0
38;1765535191595477;-1705,665000;1765535191595477;312,780000;1765535191595477;0
39;1765535191595478;-1734,720000;1765535191595478;251,745000;1765535191595478;0
40;1765535191595479;-1717,950000;1765535191595479;261,690000;1765535191595479;0
41;1765535191595480;-1830,270000;1765535191595480;220,935000;1765535191595480;0
42;1765535191595481;-1781,520000;1765535191595481;236,340000;1765535191595481;0
43;1765535191595482;-1812,915000;1765535191595482;220,545000;1765535191595482;0
44;1765535191595483;-1680,900000;1765535191595483;210,990000;1765535191595483;0
45;1765535191595484;-1885,650000;1765535191595484;316,095000;1765535191595484;0
46;1765535191595485;-1793,610000;1765535191595485;212,550000;1765535191595485;0
47;1765535191595486;-1768,845000;1765535191595486;109,005000;1765535191595486;0
48;1765535191595487;-2853,825000;1765535191595487;-1130,610000;1765535191595487;0
49;1765535191595488;-666,510000;1765535191595488;-141,375000;1765535191595488;0
50;1765535191595489;-924,690000;1765535191595489;427,830000;1765535191595489;0
51;1765535191595490;-900,705000;1765535191595490;226,980000;1765535191595490;0
52;1765535191595491;-900,705000;1765535191595490;200,070000;1765535191595491;0
53;1765535191595492;-861,120000;1765535191595492;299,325000;1765535191595492;0
